model_uid,source,model_name,weights,pretrained,architecture,training_objective,dataset_name,is_video_model,has_language_component,is_quantized,dataset_size_log10,training_data_size,architecture_detailed,training_paradigm,model_size_category,model_params,model_params_millions,model_params_log10,is_modern,is_finetuned,is_developmental,sem_dist_effect,sem_dist_effect_layer,diff_symbolic_r,diff_symbolic_r_layer,relational_bias,relational_bias_layer,relational_bias_patternonly,relational_bias_patternonly_layer,sem_dist_effect_p,diff_symbolic_p,relational_bias_binary,relational_bias_patternonly_binary,diff_symbolic_binary,sem_dist_effect_binary,is_classification,is_contrastive,is_generative,is_vlm,is_cnn,is_transformer,is_supervised_other,is_pretext,is_clustering,is_self_supervised,is_ssl_other,is_architecture_other,is_objective_other,concrete_bias_binary,relational_bias_p,concrete_bias_p
timm_repvgg_b1_rvgg_in1k,timm,repvgg_b1,rvgg_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Classic,Supervised_Standard,Small,57415016.0,57.415016,7.759025490186915,False,False,False,0.5326086495019545,-2.0,0.5047237853502402,-2.0,0.2539682539682539,-2.0,0.53125,-2.0,6.539375803057445e-08,2.893190747235697e-07,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999999951948761,1.4550966367732763e-08
timm_repvgg_b1g4_rvgg_in1k,timm,repvgg_b1g4,rvgg_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Classic,Supervised_Standard,Small,39966056.0,39.966056,7.601691292569601,False,False,False,0.48990755966118,-2.0,0.4710220626784108,-2.0,0.1031746031746031,-2.0,0.4375,-2.0,9.544741768730185e-07,2.152205412283149e-06,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1.0,2.2622356924521897e-21
timm_repvgg_b2_rvgg_in1k,timm,repvgg_b2,rvgg_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Classic,Supervised_Standard,Base,89022376.0,89.022376,7.949499181385713,False,False,False,0.5143502310751522,-2.0,0.4930322952883424,-2.0,0.1825396825396825,-2.0,0.4375,-2.0,2.1520714798111705e-07,5.947280519701885e-07,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999999999999697,1.3928195654786088e-13
timm_repvgg_b2g4_rvgg_in1k,timm,repvgg_b2g4,rvgg_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Classic,Supervised_Standard,Base,61758376.0,61.758376,7.790695867257865,False,False,False,0.3930592389643088,-2.0,0.4002870053909921,-2.0,0.3174603174603174,-2.0,0.5625,-2.0,0.0001269977641635,7.699770448350828e-05,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999885902149918,2.551632589480126e-05
timm_repvgg_b3_rvgg_in1k,timm,repvgg_b3,rvgg_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Classic,Supervised_Standard,Base,123085288.0,123.085288,8.09020614617054,False,False,False,-0.0722741803392692,-2.0,0.4563074432601384,-2.0,0.4126984126984127,-2.0,0.59375,-2.0,0.4984346382514379,4.844214432664747e-06,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9799821203218579,0.03046912630783008
timm_repvgg_b3g4_rvgg_in1k,timm,repvgg_b3g4,rvgg_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Classic,Supervised_Standard,Base,83825128.0,83.825128,7.92337422526401,False,False,False,0.3648567193110194,-2.0,0.4503074569354968,-2.0,0.2301587301587301,-2.0,0.40625,-2.0,0.0004067592688388,6.672168382144533e-06,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999999998656184,4.6223960815035417e-10
timm_repvgg_d2se_rvgg_in1k,timm,repvgg_d2se,rvgg_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Classic,Supervised_Standard,Base,133334836.0,133.334836,8.12494363107953,False,False,False,0.4384617951646287,-2.0,0.4981376821095669,-2.0,0.1587301587301587,-2.0,0.4375,-2.0,1.543078971542036e-05,4.3560683699919493e-07,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999999999999998,1.226070973253022e-15
timm_repvit_m0_9_dist_300e_in1k,timm,repvit_m0_9,dist_300e_in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_ViT,Supervised_Standard,Base,5489328.0,5.489328,6.739519181653206,False,False,False,0.4149563771056517,-2.0,0.4425182716040214,-2.0,0.2698412698412698,-2.0,0.46875,-2.0,4.7718842714846594e-05,1.0020655420048855e-05,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.9999999576881489,1.1824603610262455e-07
timm_repvit_m1_dist_in1k,timm,repvit_m1,dist_in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_ViT,Supervised_Standard,Base,5485248.0,5.485248,6.739196267753335,False,False,False,0.446243521367749,-2.0,0.478919216915471,-2.0,0.4444444444444444,-2.0,0.53125,-2.0,1.042082837250007e-05,1.3706663622366682e-06,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9093879695592881,0.12335312359470871
timm_repvit_m1_0_dist_300e_in1k,timm,repvit_m1_0,dist_300e_in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_ViT,Supervised_Standard,Base,7302796.0,7.302796,6.863489169009005,False,False,False,0.5785252413447965,-2.0,0.4806775676635665,-2.0,0.4126984126984127,-2.0,0.5625,-2.0,2.344422249626722e-09,1.237747942825564e-06,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.9799821203218579,0.03046912630783008
timm_repvit_m1_1_dist_300e_in1k,timm,repvit_m1_1,dist_300e_in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_ViT,Supervised_Standard,Base,8802912.0,8.802912,6.944626360369804,False,False,False,0.5072786929823057,-2.0,0.3891199357276491,-2.0,0.3412698412698413,-2.0,0.5625,-2.0,3.351342306664615e-07,0.0001263248897167,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.9998850111772629,0.00023196989350320876
timm_repvit_m1_5_dist_300e_in1k,timm,repvit_m1_5,dist_300e_in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_ViT,Supervised_Standard,Base,14644432.0,14.644432,7.165672531767052,False,False,False,0.4127838050436213,-2.0,0.3619117715202773,-2.0,0.3095238095238095,-2.0,0.53125,-2.0,5.2747043755761846e-05,0.000392858252971,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.9999950759809165,1.1409785008297243e-05
timm_repvit_m2_dist_in1k,timm,repvit_m2,dist_in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_ViT,Supervised_Standard,Base,8797984.0,8.797984,6.944383167834294,False,False,False,0.4569038319925024,-2.0,0.4372740676184736,-2.0,0.373015873015873,-2.0,0.5625,-2.0,5.99057118230403e-06,1.3103755589633883e-05,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.9984371944668626,0.0027680125819489073
timm_repvit_m2_3_dist_300e_in1k,timm,repvit_m2_3,dist_300e_in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_ViT,Supervised_Standard,Base,23688792.0,23.688792,7.374542914622702,False,False,False,0.4849104150881543,-2.0,0.4711608798427341,-2.0,0.3333333333333333,-2.0,0.4375,-2.0,1.2762929080256042e-06,2.1354100271600977e-06,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.9999448943444408,0.00011498882273707576
timm_repvit_m3_dist_in1k,timm,repvit_m3,dist_in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_ViT,Supervised_Standard,Base,10682832.0,10.682832,7.028686398660072,False,False,False,0.4190172242395246,-2.0,0.3832741906967001,-2.0,0.2936507936507936,-2.0,0.53125,-2.0,3.949674765263086e-05,0.0001625631757644,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.9999991776150617,2.049645548600083e-06
timm_res2net50_14w_8s_in1k,timm,res2net50_14w_8s,in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Other,Supervised_Standard,Base,25059816.0,25.059816,7.398977877892048,False,False,False,0.4893966089760457,-2.0,0.4122715539109058,-2.0,0.2301587301587301,-2.0,0.5,-2.0,9.834637342337234e-07,4.436799351189055e-05,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999999998656184,4.6223960815035417e-10
timm_res2net50_26w_4s_in1k,timm,res2net50_26w_4s,in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Other,Supervised_Standard,Base,25699120.0,25.69912,7.409918252292876,False,False,False,0.6822809203530663,-2.0,0.4647290178957534,-2.0,0.3174603174603174,-2.0,0.59375,-2.0,1.3139038203701434e-13,3.0589538920119308e-06,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999885902149918,2.551632589480126e-05
timm_res2net50_26w_6s_in1k,timm,res2net50_26w_6s,in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Other,Supervised_Standard,Base,37051448.0,37.051448,7.568805185220111,False,False,False,0.5769321580004689,-2.0,0.4777932554715152,-2.0,0.3174603174603174,-2.0,0.46875,-2.0,2.6543475034603067e-09,1.4627494422399742e-06,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999885902149918,2.551632589480126e-05
timm_res2net50_26w_8s_in1k,timm,res2net50_26w_8s,in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Other,Supervised_Standard,Base,48403776.0,48.403776,7.684879242470807,False,False,False,0.6320913348308088,-2.0,0.3976032068807411,-2.0,0.2301587301587301,-2.0,0.5,-2.0,2.3660498067737312e-11,8.686651780882424e-05,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999999998656184,4.6223960815035417e-10
timm_res2net50_48w_2s_in1k,timm,res2net50_48w_2s,in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Other,Supervised_Standard,Base,25287304.0,25.287304,7.402902529607894,False,False,False,0.6809057919839082,-2.0,0.5327340042848133,-2.0,0.1904761904761904,-2.0,0.4375,-2.0,1.5356822646003861e-13,4.595066074193701e-08,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999999999998607,6.067329411193511e-13
timm_res2net50d_in1k,timm,res2net50d,in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Other,Supervised_Standard,Base,25718352.0,25.718352,7.410243136093676,False,False,False,0.5131601089832014,-2.0,0.593674739422753,-2.0,0.1984126984126984,-2.0,0.4375,-2.0,2.320255104338125e-07,4.4574417891345206e-10,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999999999993933,2.5139329581710315e-12
timm_res2net101_26w_4s_in1k,timm,res2net101_26w_4s,in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Other,Supervised_Standard,Base,45206688.0,45.206688,7.6552026902677985,False,False,False,0.4945254908526215,-2.0,0.3007705227005374,-2.0,0.1825396825396825,-2.0,0.46875,-2.0,7.267157814660588e-07,0.0035772222882761,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999999999999697,1.3928195654786088e-13
timm_res2net101d_in1k,timm,res2net101d,in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Other,Supervised_Standard,Base,45225920.0,45.22592,7.65538741017772,False,False,False,0.3245433707851575,-2.0,0.3273308734744002,-2.0,0.3888888888888889,-2.0,0.625,-2.0,0.0018036971405624,0.0014478144410778,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9952484174835489,0.00790910200402604
timm_res2next50_in1k,timm,res2next50,in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_Other,Supervised_Standard,Base,24671464.0,24.671464,7.392194921206672,False,False,False,0.411967720624174,-2.0,0.3734335961591133,-2.0,0.3888888888888889,-2.0,0.53125,-2.0,5.47600777031067e-05,0.0002459412557664,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9952484174835489,0.00790910200402604
timm_resmlp_12_224_fb_dino,timm,resmlp_12_224,fb_dino,True,Hybrid,SSL-Contrastive,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Hybrid_Other,SSL_DINO,Base,15350872.0,15.350872,7.186133050434178,False,False,False,0.4546637843662955,-2.0,0.5010219943016182,-2.0,0.1269841269841269,-2.0,0.46875,-2.0,6.740035346654629e-06,3.645218961216535e-07,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,1.0,9.785483722685833e-19
timm_resmlp_24_224_fb_dino,timm,resmlp_24_224,fb_dino,True,Hybrid,SSL-Contrastive,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Hybrid_Other,SSL_DINO,Base,30020680.0,30.02068,7.477420525245793,False,False,False,0.3552437378207289,-2.0,0.5717416274596677,-2.0,0.1666666666666666,-2.0,0.40625,-2.0,0.0005907690592292,2.636873532042534e-09,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,0.9999999999999988,6.273125239617561e-15
timm_resmlp_36_224_fb_distilled_in1k,timm,resmlp_36_224,fb_distilled_in1k,True,Hybrid,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Hybrid_Other,Supervised_Standard,Base,44690488.0,44.690488,7.650215096986384,False,False,False,0.1207664118011666,-2.0,0.5516285627621548,-2.0,0.1587301587301587,-2.0,0.4375,-2.0,0.2568653033991869,1.2048064424134201e-08,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,0.9999999999999998,1.226070973253022e-15
timm_resmlp_big_24_224_fb_distilled_in1k,timm,resmlp_big_24_224,fb_distilled_in1k,True,Hybrid,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Hybrid_Other,Supervised_Standard,Large,129138280.0,129.13828,8.11105499771576,False,False,False,0.50493724514881,-2.0,0.6173507780045645,-2.0,0.1031746031746031,-2.0,0.375,-2.0,3.872227167240346e-07,5.596900666371084e-11,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,2.2622356924521897e-21
timm_resnest14d_gluon_in1k,timm,resnest14d,gluon_in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_Other,Supervised_Standard,Base,10611688.0,10.611688,7.025784472570159,False,False,False,0.6268890771908829,-2.0,0.5944305217618467,-2.0,0.0555555555555555,-2.0,0.4375,-2.0,3.843523633166272e-11,4.18258827938736e-10,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.0533720199826905e-27
timm_resnest26d_gluon_in1k,timm,resnest26d,gluon_in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_Other,Supervised_Standard,Base,17069448.0,17.069448,7.23221947691847,False,False,False,0.6197557166050487,-2.0,0.5436080154901404,-2.0,0.119047619047619,-2.0,0.375,-2.0,7.368084883667371e-11,2.148253253894193e-08,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.394174783309131e-19
timm_resnest50d_in1k,timm,resnest50d,in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_Other,Supervised_Standard,Base,27483240.0,27.48324,7.439067930395364,False,False,False,0.6017237528532763,-2.0,0.6405023961878213,-2.0,0.1746031746031746,-2.0,0.40625,-2.0,3.5555513873659605e-10,6.1776838775071325e-12,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.9999999999999937,3.0361338783630134e-14
timm_resnest50d_1s4x24d_in1k,timm,resnest50d_1s4x24d,in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_Other,Supervised_Standard,Base,25677000.0,25.677,7.409544281096402,False,False,False,0.6629800270983804,-2.0,0.514024535359903,-2.0,0.2301587301587301,-2.0,0.5,-2.0,1.0886504678053198e-12,1.5994231426157269e-07,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.9999999998656184,4.6223960815035417e-10
timm_resnest50d_4s2x40d_in1k,timm,resnest50d_4s2x40d,in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_Other,Supervised_Standard,Base,30417592.0,30.417592,7.483124830278919,False,False,False,0.689012296319768,-2.0,0.4529295589282708,-2.0,0.1349206349206349,-2.0,0.34375,-2.0,6.047772852161017e-14,5.805313566677084e-06,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,6.408218862453508e-18
timm_resnest101e_in1k,timm,resnest101e,in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_Other,Supervised_Standard,Base,48275016.0,48.275016,7.683722426391578,False,False,False,0.6329426166995071,-2.0,0.567885595117353,-2.0,0.1746031746031746,-2.0,0.46875,-2.0,2.183572479782076e-11,3.556514639095406e-09,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.9999999999999937,3.0361338783630134e-14
timm_resnest200e_in1k,timm,resnest200e,in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_Other,Supervised_Standard,Base,70201544.0,70.201544,7.846346664028752,False,False,False,0.2981886419467023,-2.0,0.5252687256700923,-2.0,0.1587301587301587,-2.0,0.46875,-2.0,0.0043095493181261,7.62684294046295e-08,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.9999999999999998,1.226070973253022e-15
timm_resnest269e_in1k,timm,resnest269e,in1k,True,Transformer,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),Transformer_Other,Supervised_Standard,Base,110929480.0,110.92948,8.045046977167633,False,False,False,0.486158219691113,-2.0,0.5995667568418097,-2.0,0.1428571428571428,-2.0,0.46875,-2.0,1.1874844221624424e-06,2.7020336843663684e-10,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,3.928789016412889e-17
timm_resnet10t_c3_in1k,timm,resnet10t,c3_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,5435488.0,5.435488,6.735238541282121,False,False,False,0.4453137901604396,-2.0,0.4481789270825391,-2.0,0.2222222222222222,-2.0,0.5,-2.0,1.0926764573082777e-05,7.46388999323085e-06,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999999999626376,1.3438163881766373e-10
timm_resnet14t_c3_in1k,timm,resnet14t,c3_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,10081632.0,10.081632,7.003530840762696,False,False,False,0.644464268336587,-2.0,0.4834847592087716,-2.0,0.0396825396825396,-2.0,0.4375,-2.0,7.188748738288409e-12,1.0504992608368273e-06,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1.0,2.992400450290108e-30
timm_resnet18_a1_in1k,timm,resnet18,a1_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,11689512.0,11.689512,7.067796381124977,False,False,False,0.5488207043656158,-2.0,0.3582099804716553,-2.0,0.5,-2.0,0.65625,-2.0,2.1373833571837025e-08,0.0004549782389906,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.535470156684102,0.535470156684102
timm_resnet18d_ra2_in1k,timm,resnet18d,ra2_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,11708744.0,11.708744,7.068510310689375,False,False,False,0.5063270676944619,-2.0,0.4141532976939553,-2.0,0.3968253968253968,-2.0,0.5625,-2.0,3.5544734987901934e-07,4.061120524838176e-05,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9920908979959739,0.012771682014891412
timm_resnet26_bt_in1k,timm,resnet26,bt_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,15995176.0,15.995176,7.20398902312649,False,False,False,0.6304260703108747,-2.0,0.539520621207287,-2.0,0.1111111111111111,-2.0,0.40625,-2.0,2.7663092175132152e-11,2.8679825250567e-08,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1.0,1.846167379935702e-20
timm_resnet26d_bt_in1k,timm,resnet26d,bt_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,16014408.0,16.014408,7.204510888857765,False,False,False,0.5968384682711393,-2.0,0.5139319905836874,-2.0,0.1111111111111111,-2.0,0.4375,-2.0,5.35600648048395e-10,1.609024266760148e-07,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1.0,1.846167379935702e-20
timm_resnet26t_ra2_in1k,timm,resnet26t,ra2_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,16011872.0,16.011872,7.204442109667149,False,False,False,0.7038991273881061,-2.0,0.4088473971909305,-2.0,0.4365079365079365,-2.0,0.5625,-2.0,1.0070395277065568e-14,5.204795200037424e-05,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.9352119303568069,0.09061203044071192
timm_resnet32ts_ra2_in1k,timm,resnet32ts,ra2_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,17963616.0,17.963616,7.254393762775474,False,False,False,0.476804650723113,-2.0,0.2232025761025372,-2.0,0.3888888888888889,-2.0,0.625,-2.0,2.0250745183157205e-06,0.032462273152026,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9952484174835489,0.00790910200402604
timm_resnet33ts_ra2_in1k,timm,resnet33ts,ra2_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,19676256.0,19.676256,7.2939424643581265,False,False,False,0.361111826808537,-2.0,0.3758706085994562,-2.0,0.3809523809523809,-2.0,0.53125,-2.0,0.0004710643329339,0.0002222442238384,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9972319874180511,0.004751582516451104
timm_resnet34_a1_in1k,timm,resnet34,a1_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,21797672.0,21.797672,7.338410113258662,False,False,False,0.6105090171897377,-2.0,0.4089862143552538,-2.0,0.3968253968253968,-2.0,0.625,-2.0,1.6720816885391968e-10,5.171391619365984e-05,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9920908979959739,0.012771682014891412
timm_resnet34d_ra2_in1k,timm,resnet34d,ra2_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,21816904.0,21.816904,7.338793120628368,False,False,False,0.2428475161823163,-2.0,0.3576701359437313,-2.0,0.3809523809523809,-2.0,0.71875,-2.0,0.0210944701806752,0.000464755147758,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9972319874180511,0.004751582516451104
timm_resnet50_a1_in1k,timm,resnet50,a1_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,25557032.0,25.557032,7.407510416745129,False,False,False,0.6235922956195128,-2.0,0.3287807416351105,-2.0,0.2619047619047619,-2.0,0.40625,-2.0,5.2028420734767664e-11,0.0013748018172469,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999999854490337,4.2311851178648676e-08
timm_resnet50_gn_a1h_in1k,timm,resnet50_gn,a1h_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,25557032.0,25.557032,7.407510416745129,False,False,False,0.4834510049480552,-2.0,0.4703125527274249,-2.0,0.2301587301587301,-2.0,0.46875,-2.0,1.3881232337884068e-06,2.2400138970953027e-06,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999999998656184,4.6223960815035417e-10
timm_resnet50c_gluon_in1k,timm,resnet50c,gluon_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,25576264.0,25.576264,7.407837106105025,False,False,False,0.6424877882660394,-2.0,0.3964926695661546,-2.0,0.3174603174603174,-2.0,0.5,-2.0,8.72720831535926e-12,9.128388417293844e-05,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999885902149918,2.551632589480126e-05
timm_resnet50d_a1_in1k,timm,resnet50d,a1_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,25576264.0,25.576264,7.407837106105025,False,False,False,0.350116355019669,-2.0,0.2950481707045425,-2.0,0.3174603174603174,-2.0,0.5625,-2.0,0.0007174931962116,0.0043014976321436,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999885902149918,2.551632589480126e-05
timm_resnet50s_gluon_in1k,timm,resnet50s,gluon_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,25680808.0,25.680808,7.409608683899189,False,False,False,0.5982244837046752,-2.0,0.5109705577447899,-2.0,0.3492063492063492,-2.0,0.46875,-2.0,4.77158557551156e-10,1.9468495572383785e-07,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9997680301064968,0.0004526387315393203
timm_resnet51q_ra2_in1k,timm,resnet51q,ra2_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,35696920.0,35.69692,7.552630745952273,False,False,False,0.1522586082383742,-2.0,0.3164877105278116,-2.0,0.3015873015873015,-2.0,0.5,-2.0,0.151964079198418,0.0021152533147708,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999979503544514,4.924019083467681e-06
timm_resnet61q_ra2_in1k,timm,resnet61q,ra2_in1k,True,CNN,Classification,ImageNet-1k,False,False,False,6.107605743680141,Large (1M-10M),CNN_ResNet,Supervised_Standard,Base,36846968.0,36.846968,7.566401757187088,False,False,False,0.1438206825675242,-2.0,0.4409758586670955,-2.0,0.2301587301587301,-2.0,0.4375,-2.0,0.1762560575825719,1.0848279388915762e-05,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9999999998656184,4.6223960815035417e-10
